 	Issue
They argued that Section 377 IPC does not violate the right to privacy and dignity guaranteed under Article 21 of the Constitution.16.6 That the impugned order does not discuss the concept of carnal intercourse against the order of nature and does not adequately show how the section violates the right to privacy and that also the right to privacy can be curtailed by following due process of law and the Code of Criminal Procedure prescribes a fair procedure, which is required to be followed before any person charged of committing an offence under Section 377 IPC can be punished.	Arguments of Petitioner
The right to privacy does not include the right to commit any offence as defined under Section 377 IPC or any other section.16.7	Arguments of Petitioner
That the legislature has treated carnal intercourse against the order of nature as an offence and the High Court has not given reasons for reading down the section.	Arguments of Petitioner
The presumption of constitutionality is strong and the right claimed should have been directly violated by the statute.	Arguments of Petitioner
Indirect violation is not sufficient for declaring Section 377 IPC violative of Articles 14, 15 and 21 of the Constitution.16.8 That Article 21 provides that the right to life and liberty is subject to procedure prescribed by law.	Arguments of Petitioner
He referred to the judgments of this Court in A.K. Gopalan v. State of Madras 1950 SCR 88 , R.C. Cooper v. Union of India (1970) 1 SCC 248 , Maneka Gandhi v. Union of India (1978) 1 SCC 248 and submitted that Gopalans case has not been overruled by Maneka Gandhis case.16.9 That the term used in Section 375 IPC, which defines rape is sexual intercourse, whereas in Section 377 IPC the expression is carnal intercourse.	Arguments of Petitioner
In Khanu v. Emperor AIR 1925 (Sind), it was held that the metaphor intercourse refers to sexual relations between persons of different sexes where the visiting member has to be enveloped by the recipient organization and submitted that carnal intercourse was criminalized because such acts have the tendency to lead to unmanliness and lead to persons not being useful in society.16.10 Relying upon the dictionary meanings of the words penetration and carnal, Shri Sharan submitted that any insertion into the body with the aim of satisfying unnatural lust would constitute carnal intercourse.16.11 Assailing the finding of the High Court that Section 377 IPC violates Article 14, Shri Sharan submitted that the section does not create a clause and applies to both man and woman if they indulge in carnal intercourse against the order of nature.	Arguments of Petitioner
Learned senior counsel argued that if the view expressed by the High Court is taken to its logical conclusion, any provision could be declared to be violative of Article 14.	Arguments of Petitioner
Shri Sharan further argued that no class was targeted by Section 377 IPC and no classification had been made and, therefore, the finding of the High Court that this law offended Article 14 as it targets a particular community known as homosexuals or gays is without any basis.16.12 Shri K. Radhakrishnan, learned senior counsel appearing for intervener in I.A. No.7 Trust God Missionaries argued that Section 377 IPC was enacted by the legislature to protect social values and morals.	Arguments of Petitioner
He referred to Blacks Law Dictionary to show that order of nature has been defined as something pure, as distinguished from artificial and contrived.	None
He argued that the basic feature of nature involved organs, each of which had an appropriate place.	Arguments of Petitioner
Every organ in the human body has a designated function assigned by nature.	Arguments of Petitioner
The organs work in tandem and are not expected to be abused.	Arguments of Petitioner
If it is abused, it goes against nature.	Arguments of Petitioner
The code of nature is inviolable.	Arguments of Petitioner
Sex and food are regulated in society.	Arguments of Petitioner
What is preordained by nature has to be protected, and man has an obligation to nature.	Arguments of Petitioner
He quoted a Sanskrit phrase which translated to you are dust and go back to dust.	None
Learned senior counsel concluded by emphasising that if the declaration made by the High Court is approved, then Indias social structure and the institution of marriage will be detrimentally affected and young persons will be tempted towards homosexual activities.	None
16.13	Arguments of Petitioner
Shri V. Giri, learned senior counsel argued that Section 377 IPC does not classify people into groups but it only describes an offence.	None
He submitted that the High Court made two wrong assumptions one, that sexual orientation is immutable and two, that sexual orientation can be naturally demonstrated only in a way as contemplated in Section 377 IPC.	Arguments of Petitioner
Learned senior counsel submitted that what has been criminalized by Section 377 IPC is just the act, independent of the sex of people or sexual orientation.	Arguments of Petitioner
