 	Facts
There is a formal report made by the Manager to the Tilkayat which was accepted by the Tilkayat it was followed by a formal proposal made by Tilkayat to the Committee and the Committee at its meeting formally accepted that proposal and at the meeting when this proposal was accepted, the Tilkayat was present.	None
Therefore, we must hold that the two idols now form part of the principal temple and have been properly included within the definition of the word temple under Section 2 (viii).	None
We would accordingly set aside the decision of the High Court and uphold the validity of Section 2 (viii).69.	None
The proviso to Section 5 (2) (g) has been attacked by the learned AttorneyGeneral.	None
He contends that in making the Collector a statutory member of the Board even though he may not be a Hindu and may not belong to the denomination, the legislature has contravened Arts.	None
25 (1) and 26 (b).	None
We have already dealt with the general plea raised under the said two articles.	None
We do not think that the provision that the Collector who is a statutory member of the Board need not satisfy the requirements of Section 5 (2) (g), can be said to be invalid.	None
The sole object in making the Collector a member of the Board is to associate the chief Executive officer in the district with the administration of the property of the temple.	None
His presence in the Board would naturally help in the proper administration of the temple properties and in that sense, must be treated as valid and proper.	None
This provision is obviously consistent with the States right of supervision over the management of the temple properties as specified in the Firman of 1934.70.	None
Sections 5, 7 and 11 have already been considered by us with particular reference to the possible removal of the Tilkayat under Section 7 and its consequences.	None
It may be that in view of the fact that even if the Tilkayat is removed under Section 7 (1) (b) and (c) he has to be again nominated to the Board, the legislature may well have exempted the Tilkayat from the operation of Section 7 (l) (b) and (c).	None
That, however cannot be said to make the said provision invalid in law.71.	None
Sections 10 and 35 have been attacked on the ground that they empower the State Government to leave the administration of the temple property to a nonHindu.	None
It will be noticed that Section 10 contemplates that if a Board is dissolved for the reasons specified in it the Government is required to direct the immediate reconstitution of another Board and that postulates that the interval between the dissolution of one Board and the constitution of a fresh.	None
Board would be of a very short duration.	None
If the legislature thought it necessary to provide for the management of the temple properties for such a short period on an ad hoc basis, the provision cannot be seriously challenged.	None
What is true about this provision under Section 10, is equally true about the transitional provision in Section 35.72.	None
A part of Section 16 has been struck down by the High Court in so far as it refers to the affairs of the temple.	None
This section authorises the Board to manage the properties and affairs of the temple.	None
The High Court thought that the expression affairs of the temple is too wide and may include religious affairs of the temple and since in managing these affairs of the temple, the section does not require that the management should be according to the customs and usages of the denomination, it came to the conclusion that the clause affairs of the temple is invalid and should, therefore, be struck down.	None
We are not satisfied that this view is correct.	None
In the context the expression affairs of the temple clearly refers to the purely secular affairs in regard to the administration of the temple.	None
Clearly, Section 16 cannot be construed in isolation and must be read along with Section 22.	None
That is why it has been left to the Board to manage the properties of the temple as well as the purely secular affairs of the temple, and so, this management need not be governed by the custom and usage of the denomination.	None
If the expression affairs of the temple is construed in this narrow sense as it is intended to be, then there is no infirmity in the said provisions.	None
We may add that the expression affairs of the temple has been used in Section 28 (1) of the Madras Hindu Religious and Charitable Endowments Act No. 22 of 1959 in the same sense.	None
Therefore, we would hold that the High Court was in error in striking down the clause affairs of the temple occurring in Section 16.73.	None
The next section to consider is Section 21.	None
This section gives to the Board complete power of appointment, suspension, removal, dismissal or imposition of any other punishment on the officers and servants of the temple or the Board, the Chief Executive Officer being exempted from the operation of this section.	None
It has been urged before us that this section might include even the Mukhia and the Asstt.	None
Mukhia who are essentially religious officers of the temple concerned with the performance of religious rites and services to the idols, and the argument is that if they are made the servants of the Board and are not subjected to the discipline of the Tilkayat, that would be contrary to Arts.	Arguments of Petitioner
25(1)) and 26(2) of the Constitution.	Arguments of Petitioner
On considering this arguments, we must have regard to the fact that the Mukhia and the Asstt.	None
Mukhia are not only concerned with the religious worship in the temple, but are also required to handle jewellery and ornaments of a very valuable order which are put on the idol and removed from the idol every day, and the safety of the said valuable jewellery, is a secular matter within the jurisdiction of the Board.	Reasoning
That is why it was necessary that the Board should be given jurisdiction over those officers in so far as they are concerned with the property of a temple.	Reasoning
We have no doubt that in working out the Act, the Board will act reasonably and fairly by the Tilkayat and nothing will be done to impair his status or to affect his authority over the servants of the temple in so far as they are concerned with the religious part of the worship in the temple.	Reasoning
Since the worship in the temple and the ceremonies and festivals in it are required to be conducted according to the custom and usages of the denomination by Section, 16, the authority of the Tilkayat in respect of the servants in charge of the said worship and ceremonies and festivals will have to be respected.	Reasoning
It is true that soon after the Act was passed and its implementation began, both parties appeared to have adopted unhelpful attitudes.	Reasoning
We were referred at length to the correspondence that passed between the Tilkayat and the Committee in respect of some of these matters.	Reasoning
We do not think it necessary to consider the merits of that controversy because we are satisfied that once the Act is upheld, it will be implemented by the Board consistently with the true spirit of the Act without offending the dignity and status of the Tilkayat as a religious head in charge of the temple and the affairs in matters of religion connected with the temple.	Reasoning
Therefore, we do not think it would be right to strike down any part of Section 21 as suggested by the learned AttorneyGeneral.74.	Reasoning
The validity of Sec.	Arguments of Respondent
27 has been challenged by the learned AttorneyGeneral on the ground that it empowers the State Government to depute any person to enter the premises of the temple, though, in a given case, suck a person may not be entitled to make such an entry.	Arguments of Respondent
Even a nonHindu person may be appointed by the State Government to inspect the properties of the temple and if he insists upon making an entry into the temple, that would contravene the provisions of Article 25(1) and 26(2) of the Constitution that is the argument urged in support of the challenge to the validity of Section 27.We do not think there is any substance in this argument.	None
All that the section does is to empower the State Government to depute a person to inspect the properties of the temple an its records correspondence, plans, accounts and other relevant documents.	None
We do not think that the section constitutes any encroachment of the rights protected by Article 25(1) or Article 26 (2).	None
If the administration of the properties of the temple has.	None
been validity left to the Board constituted under the Act, then the power of inspection is necessarily incidental to the power to administer the properties and so, in giving,, the power to the State Government to depute a person to inspect the properties of the temple, no effective complaint can be made against the validity of such a power.	None
The fear expressed by the learned AttorneyGeneral that a nonHindu may insist upon entering the temple in exercise of the authority conferred on him by the State Government under Section 27 is, in our opinion farfetched and imaginary.	None
We are satisfied that the power of inspection which the State Government may confer upon any person under Section 27 is intended to safeguard the proper administration of the properties of the temple and nothing more.	Reasoning
Therefore, we do not think that Section 27 suffers from any constitutional infirmity.	Reasoning
In this connection, we may add that a similar provision contained in the Madras Religious Endowments Act has been upheld by this Court in the case of Commissioner, Hindu Religious Endowments, Madras, 1954 SCR 1005 (AIR 1954 SC 282 ).75.	Reasoning
That takes up to Section 28(2) and (3) These two sub sections have been struck down by the High Court because it thought that they were inconsistent with the view expressed by this Court in the case of Ratilal Panachand Gandhi, 1954	None
SCR 1055 (AIR 1954 SC 388 .).	None
While discussing the validity of these two subsections the High Court has observedthat without entering into an elaborate discussion on the point, we may point out that such provisions has been held to be invalid by the Supreme Court in the case of Ratilal Panachand Gandhi.	None
The learned SolicitorGeneral contends and we think, rightly, that the observations on which the High Court has relied support the validity of the two subsection and are inconsistent with the decision of the High Court itself.	None
In the case of Ratilal Panachand Gandhi, 1954	None
SCR 1055 , (AIR 1954 SC 388 ) this Court was dealing with the validity of Sections 55 and 56 of the Bombay Public Trust Act 1950 (No. 29 of 1950).	None
Section 55 of the said Act purported to lay down the rule of cypres in relation to the administration of religious and charitable trusts and Section 56 dealt with the powers of the Courts in relation to said application of cypres doctrine.	None
This Court observed that these two sections purported to lay down how the doctrine of cypres is to be applied in regard to the administration of public trust of a religious or charitable character and then it proceeded to examine the doctrine of cypres as it was developed by the Equity Courts in England and as it had been adopted by our Indian Courts since a long time past.	None
In the opinion of this Court, the provisions of Secs.	None
55 and 56 extended the said doctrine much beyond its recognized limits and further introduced certain principles which ran counter to well established rules of law regarding the administration of charitable trusts.	None
It is significant that what the impugned sections purported to authorise was the diversion of the trust property or funds or purposes which the Charity Commissioner or the Court considered expedient or proper although the original objects of the founder could still be carried out and that was an unwarrantable encroachment on the freedom of religious institutions in regard to the management of their religious affairs.	None
In support of this view, the tenets of the Jain religion were referred to and it was observed that apart from the tenets of the Jain religion, it would be a violation of the freedom of religion and of the right which a religious denomination has, to manage its own affairs in matters of religion, to allow any secular authority to divert the trust money for purposes other than those for which the trust was created.	None
On this view, Section 55(3) which contained the offending provision, and the corresponding provision relating to the powers of the Court occurring in the latter part of Section 56(1) were struck down.	None
In this connection, it is however necessary to bear in mind that in dealing with this question, this Court has expressly observed that the doctrine of cypres can be applied where there is a surplus left after exhausting the purposes specified by the settlor.	None
In other words, the decision of this Court in the case of Ratilal Panachand Gandhi, 1954	None
SCR 1055 (AIR 1954 SC 388 ) cannot be applied to the provisions of Section 28(2) and (3) which deal with the application of the surplus.	None
In fact, after this decision was pronounced, the relevant provisions of the Bombay Act has been amended and the application of the doctrine of cypres is now confined to the surplus available after the purposes of the trust have been dealt with.	None
The High Court has not noticed the fact that Section.28(2) and (3) dealt with the application of the surplus funds and that postulates that these two subsections can be invoked only if and after the main purposes of the public temple have been duly satisfied.	None
Therefore, we hold that the High Court was in error, in striking down Section 28(2) and (3) on the ground that they are inconsistent with the decision of this Court in the case of Ratilal Panachand Gandhi, 1954 SCR 1055 (AIR 1954 SC 388 ).	None
We may add that this position was not seriously disputed before us by the learned AttorneyGeneral.76.	None
The next Section is 30(2) (a) it confers on the State Government the power to make rules in respect of the qualifications for holding the office of and the allowances payable to the Goswami.	Reasoning
This subsection has struck down by the High Court and the learned SolicitorGeneral does not quarrel with the conclusion of the High Court.	Reasoning
He has, however, fairly conceded that though the first part of Section 30(2) (a) may be struck down the latter part need not be struck down.	Reasoning
This latter part allows rules to be framed by the State Govt.	Reasoning
in regard to the allowances payable to the Goswami.	Reasoning
We think it is but fair that this part should be upheld so that a proper rule can be made by the State Government determining the quantum of allowances which should be paid to the Goswami and the manner in which it should be so paid.	Reasoning
We would, therefore, strike down the first part of Section 30(2)(a) and uphold the latter part of it which has relation to the allowances payable to the Goswami.	Reasoning
The two parts of the said subsection are clearly severable and so, one can be struck down without affecting the other.77.	Reasoning
In regard to Section 36, the High Court thought that it gives far too sweeping powers to the Government and so, it has struck it down.	Reasoning
Section 36 merely empowers the Government to give such directions as may be necessary to carry out the objects of the Act in case a difficulty arises in giving effect to the provisions of the Act.	Reasoning
We may in this connection, refer to the fact that a similar provision is contained in Section 36 of the Jagannath Temple (Orissa Act 11 of 1955).	Reasoning
The object of Section 36 in the Act is merely to remove difficulties in the implementation of the Act.	Reasoning
It is in that sense that the section must be narrowly construed and the scope and ambit of the power conferred on the State Government be circumscribed.	Reasoning
If the section is so construed, it would not be open to any serious objection.	Reasoning
Therefore, we are satisfied that the High Court was in error in striking down in this section on the ground that the powers conferred on the State Government are too wide.78.	Reasoning
that takes, us to section 37 which has been struck down by the High Court on the ground that it can be utilised as a defence to a suit under Section 31.	Reasoning
We have already noticed that Section 31 empowers a person having an interest to institute a suit for obtaining any of the reliefs specified in clauses (a) to (e) of that section.	Reasoning
The High Court thought that section 37 may introduce an impediment against a suit brought by a private individual under Section 31.	Reasoning
We are satisfied that the High Court was in error in taking this view.	Reasoning
All that this section purports to do is to provide for a bar to any suits or proceedings against the State Government for anything done or purported to be done by it under the provisions of the Act.	Reasoning
Such provisions are contained in many Acts, like for instance, Acts in regard to Local Boards and Municipalities.	Reasoning
It is true that Section 37 does not require that the act done or purported to be done should be done bona fide, but that is presumably because the protection given by Section 37 is to the State Government find not to the officers of the State.	Reasoning
The effect of the section merely is to save acts done or purported to be done by the State under the provisions of the Act it cannot impinge upon the rights of a citizen to file a suit under Section 31 if it is shown that the citizen is interested within the meaning of Section 31 (1).	Reasoning
We are inclined to hold that the High Court has, with respect, misjudged the true scope and effect of the provisions of Section 37 when it struck down the said section as being invalid.	Reasoning
We must accordingly reverse the said conclusion of the High Court and uphold the validity of Sec. 37.79.	Reasoning
The result is that the appeals preferred by the Tilkayat, the denomination and Ghanshyamlalji fail and are dismissed.	Decision
So does the writ petition filed by the Tilkayat fail and the same is dismissed.	Decision
The appeals preferred by the State substantially succeed and the decision of the High Court striking down as ultra vires part of Section 2(viii)) in relation to the idols of Navnitpriyaji and Madan Mohanlalji part of Section 16 in so far as it refers to the affairs of the temple S. 28(2) and (3), S. 36 and Section 37 is reversed.	Decision
We, however, confirm the decision of the High Court in so far as it has struck down Section 30(2) (a) in regard to the qualifications for holding the office of the Goswami but we reverse its decision in so for as it relates to the latter part of Section 30 2) (a) which deals with the allowances, payable to the Goswami.	Decision
In the circumstances of this case, we direct that parties should bear their own costs throughout.80.	Decision
Order accordingly.	None
